word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
redeem,83,72,80,69,1.63,1.9243,0.86,1.8633,6
rudder,198,72,175,69,3.88,2.2989,0.86,1.8633,6
saucer,140,72,133,67,2.75,2.1492,0.86,1.8633,6
senile,88,72,85,69,1.73,1.9494,0.86,1.8633,6
sinful,87,72,82,70,1.71,1.9445,0.86,1.8633,6
splits,79,72,77,70,1.55,1.9031,0.86,1.8633,6
sturdy,86,72,69,60,1.69,1.9395,0.86,1.8633,6
tribal,95,72,89,69,1.86,1.9823,0.86,1.8633,6
undead,119,72,104,66,2.33,2.0792,0.86,1.8633,6
uterus,92,72,86,70,1.8,1.9685,0.86,1.8633,6
widely,76,72,75,71,1.49,1.8865,0.86,1.8633,6
amends,94,71,94,71,1.84,1.9777,0.85,1.8573,6
arcade,111,71,88,63,2.18,2.0492,0.85,1.8573,6
barren,75,71,72,68,1.47,1.8808,0.85,1.8573,6
bleach,118,71,110,70,2.31,2.0755,0.85,1.8573,6
bleeds,75,71,75,71,1.47,1.8808,0.85,1.8573,6
canine,86,71,74,65,1.69,1.9395,0.85,1.8573,6
cutter,239,71,92,57,4.69,2.3802,0.85,1.8573,6
drying,85,71,76,65,1.67,1.9345,0.85,1.8573,6
enable,75,71,69,66,1.47,1.8808,0.85,1.8573,6
futile,82,71,81,70,1.61,1.9191,0.85,1.8573,6
greens,109,71,103,68,2.14,2.0414,0.85,1.8573,6
legion,126,71,53,32,2.47,2.1038,0.85,1.8573,6
marvel,99,71,64,56,1.94,2,0.85,1.8573,6
muzzle,81,71,75,66,1.59,1.9138,0.85,1.8573,6
oceans,94,71,88,68,1.84,1.9777,0.85,1.8573,6
pillar,81,71,78,69,1.59,1.9138,0.85,1.8573,6
rewind,89,71,64,55,1.75,1.9542,0.85,1.8573,6
sleigh,167,71,158,66,3.27,2.2253,0.85,1.8573,6
waffle,108,71,79,57,2.12,2.0374,0.85,1.8573,6
adores,91,70,91,70,1.78,1.9638,0.83,1.8513,6
boxers,101,70,93,67,1.98,2.0086,0.83,1.8513,6
burner,93,70,91,69,1.82,1.9731,0.83,1.8513,6
dreamy,80,70,75,69,1.57,1.9085,0.83,1.8513,6
faulty,83,70,78,66,1.63,1.9243,0.83,1.8513,6
fiasco,83,70,82,69,1.63,1.9243,0.83,1.8513,6
muster,76,70,65,61,1.49,1.8865,0.83,1.8513,6
piling,72,70,69,68,1.41,1.8633,0.83,1.8513,6
raping,81,70,78,69,1.59,1.9138,0.83,1.8513,6
safari,106,70,83,61,2.08,2.0294,0.83,1.8513,6
sesame,78,70,45,40,1.53,1.8976,0.83,1.8513,6
sexist,89,70,83,65,1.75,1.9542,0.83,1.8513,6
smiley,109,70,45,41,2.14,2.0414,0.83,1.8513,6
wanker,111,70,69,52,2.18,2.0492,0.83,1.8513,6
warped,83,70,80,67,1.63,1.9243,0.83,1.8513,6
weenie,144,70,79,59,2.82,2.1614,0.83,1.8513,6
whilst,77,70,64,59,1.51,1.8921,0.83,1.8513,6
bidder,88,69,88,69,1.73,1.9494,0.82,1.8451,6
famine,81,69,70,58,1.59,1.9138,0.82,1.8451,6
fouled,82,69,79,67,1.61,1.9191,0.82,1.8451,6
fringe,85,69,71,63,1.67,1.9345,0.82,1.8451,6
huddle,111,69,71,55,2.18,2.0492,0.82,1.8451,6
hugged,87,69,87,69,1.71,1.9445,0.82,1.8451,6
meadow,116,69,71,45,2.27,2.0682,0.82,1.8451,6
miners,177,69,95,61,3.47,2.2504,0.82,1.8451,6
mortar,117,69,86,61,2.29,2.0719,0.82,1.8451,6
nibble,77,69,73,67,1.51,1.8921,0.82,1.8451,6
pantry,89,69,83,66,1.75,1.9542,0.82,1.8451,6
pecker,92,69,85,64,1.8,1.9685,0.82,1.8451,6
plains,105,69,65,46,2.06,2.0253,0.82,1.8451,6
reaper,158,69,84,38,3.1,2.2014,0.82,1.8451,6
speeds,75,69,72,66,1.47,1.8808,0.82,1.8451,6
spiral,91,69,71,59,1.78,1.9638,0.82,1.8451,6
upsets,76,69,76,69,1.49,1.8865,0.82,1.8451,6
coupon,111,68,110,68,2.18,2.0492,0.81,1.8388,6
digger,245,68,55,42,4.8,2.3909,0.81,1.8388,6
evolve,83,68,81,67,1.63,1.9243,0.81,1.8388,6
hombre,84,68,78,67,1.65,1.9294,0.81,1.8388,6
hounds,96,68,87,63,1.88,1.9868,0.81,1.8388,6
meteor,180,68,163,62,3.53,2.2577,0.81,1.8388,6
muslim,121,68,15,7,2.37,2.0864,0.81,1.8388,6
regime,118,68,116,67,2.31,2.0755,0.81,1.8388,6
scraps,104,68,73,61,2.04,2.0212,0.81,1.8388,6
slutty,109,68,87,64,2.14,2.0414,0.81,1.8388,6
staked,74,68,71,66,1.45,1.8751,0.81,1.8388,6
stride,107,68,75,67,2.1,2.0334,0.81,1.8388,6
tactic,79,68,73,66,1.55,1.9031,0.81,1.8388,6
wretch,83,68,81,67,1.63,1.9243,0.81,1.8388,6
bagels,96,67,86,63,1.88,1.9868,0.8,1.8325,6
dialed,84,67,83,66,1.65,1.9294,0.8,1.8325,6
fatter,72,67,65,60,1.41,1.8633,0.8,1.8325,6
hauled,72,67,71,66,1.41,1.8633,0.8,1.8325,6
inning,128,67,127,67,2.51,2.1106,0.8,1.8325,6
lassie,147,67,34,25,2.88,2.1703,0.8,1.8325,6
minded,71,67,70,66,1.39,1.8573,0.8,1.8325,6
shrunk,79,67,77,66,1.55,1.9031,0.8,1.8325,6
strife,85,67,63,55,1.67,1.9345,0.8,1.8325,6
tuning,96,67,75,60,1.88,1.9868,0.8,1.8325,6
unsafe,77,67,72,63,1.51,1.8921,0.8,1.8325,6
accord,83,66,77,63,1.63,1.9243,0.79,1.8261,6
bearer,92,66,88,65,1.8,1.9685,0.79,1.8261,6
crates,95,66,92,63,1.86,1.9823,0.79,1.8261,6
delays,83,66,83,66,1.63,1.9243,0.79,1.8261,6
herbal,82,66,74,61,1.61,1.9191,0.79,1.8261,6
mildly,68,66,63,61,1.33,1.8388,0.79,1.8261,6
paging,104,66,33,33,2.04,2.0212,0.79,1.8261,6
prying,75,66,71,62,1.47,1.8808,0.79,1.8261,6
smarts,76,66,73,63,1.49,1.8865,0.79,1.8261,6
squads,104,66,90,64,2.04,2.0212,0.79,1.8261,6
strips,83,66,81,64,1.63,1.9243,0.79,1.8261,6
wiener,113,66,74,54,2.22,2.0569,0.79,1.8261,6
ferris,209,65,24,10,4.1,2.3222,0.77,1.8195,6
fibers,111,65,105,63,2.18,2.0492,0.77,1.8195,6
flakes,95,65,72,53,1.86,1.9823,0.77,1.8195,6
leaked,79,65,77,64,1.55,1.9031,0.77,1.8195,6
maggot,81,65,75,60,1.59,1.9138,0.77,1.8195,6
makers,80,65,71,59,1.57,1.9085,0.77,1.8195,6
neatly,68,65,66,64,1.33,1.8388,0.77,1.8195,6
nudity,89,65,80,59,1.75,1.9542,0.77,1.8195,6
peachy,105,65,48,46,2.06,2.0253,0.77,1.8195,6
plaque,106,65,102,63,2.08,2.0294,0.77,1.8195,6
potent,76,65,75,65,1.49,1.8865,0.77,1.8195,6
solves,69,65,66,63,1.35,1.8451,0.77,1.8195,6
stares,67,65,66,65,1.31,1.8325,0.77,1.8195,6
trusty,72,65,69,62,1.41,1.8633,0.77,1.8195,6
bubbly,70,64,66,61,1.37,1.8513,0.76,1.8129,6
conned,68,64,66,62,1.33,1.8388,0.76,1.8129,6
curses,82,64,53,44,1.61,1.9191,0.76,1.8129,6
detest,73,64,72,63,1.43,1.8692,0.76,1.8129,6
drains,78,64,75,61,1.53,1.8976,0.76,1.8129,6
edible,70,64,60,56,1.37,1.8513,0.76,1.8129,6
eldest,77,64,77,64,1.51,1.8921,0.76,1.8129,6
feisty,71,64,57,52,1.39,1.8573,0.76,1.8129,6
frosty,121,64,40,37,2.37,2.0864,0.76,1.8129,6
pricks,74,64,71,63,1.45,1.8751,0.76,1.8129,6
rabies,112,64,99,64,2.2,2.0531,0.76,1.8129,6
sneaks,66,64,63,61,1.29,1.8261,0.76,1.8129,6
spiked,69,64,65,62,1.35,1.8451,0.76,1.8129,6
strand,94,64,52,45,1.84,1.9777,0.76,1.8129,6
tribes,99,64,98,64,1.94,2,0.76,1.8129,6
tumble,79,64,74,62,1.55,1.9031,0.76,1.8129,6
twitch,109,64,70,59,2.14,2.0414,0.76,1.8129,6
unkind,71,64,68,62,1.39,1.8573,0.76,1.8129,6
celery,95,63,82,56,1.86,1.9823,0.75,1.8062,6
chaser,66,63,60,58,1.29,1.8261,0.75,1.8062,6
clerks,92,63,64,57,1.8,1.9685,0.75,1.8062,6
coarse,69,63,62,58,1.35,1.8451,0.75,1.8062,6
deemed,71,63,69,61,1.39,1.8573,0.75,1.8062,6
jaguar,121,63,29,12,2.37,2.0864,0.75,1.8062,6
petals,77,63,77,63,1.51,1.8921,0.75,1.8062,6
pimple,85,63,81,60,1.67,1.9345,0.75,1.8062,6
ringer,85,63,71,54,1.67,1.9345,0.75,1.8062,6
scoffs,78,63,48,38,1.53,1.8976,0.75,1.8062,6
untrue,74,63,68,59,1.45,1.8751,0.75,1.8062,6
attire,76,62,72,60,1.49,1.8865,0.74,1.7993,6
blazes,76,62,75,61,1.49,1.8865,0.74,1.7993,6
blurry,70,62,67,60,1.37,1.8513,0.74,1.7993,6
bonded,80,62,70,60,1.57,1.9085,0.74,1.7993,6
busboy,86,62,83,60,1.69,1.9395,0.74,1.7993,6
ceased,68,62,68,62,1.33,1.8388,0.74,1.7993,6
chimes,87,62,80,58,1.71,1.9445,0.74,1.7993,6
commie,84,62,44,36,1.65,1.9294,0.74,1.7993,6
crater,132,62,95,57,2.59,2.1239,0.74,1.7993,6
delete,90,62,66,50,1.76,1.959,0.74,1.7993,6
embark,64,62,64,62,1.25,1.8129,0.74,1.7993,6
finder,85,62,78,58,1.67,1.9345,0.74,1.7993,6
goddam,204,62,151,56,4,2.3118,0.74,1.7993,6
joyous,69,62,63,58,1.35,1.8451,0.74,1.7993,6
linger,74,62,71,59,1.45,1.8751,0.74,1.7993,6
mascot,84,62,83,61,1.65,1.9294,0.74,1.7993,6
poised,64,62,58,57,1.25,1.8129,0.74,1.7993,6
quoted,74,62,73,62,1.45,1.8751,0.74,1.7993,6
revolt,79,62,73,61,1.55,1.9031,0.74,1.7993,6
ripple,77,62,58,49,1.51,1.8921,0.74,1.7993,6
shrewd,72,62,64,54,1.41,1.8633,0.74,1.7993,6
soothe,66,62,61,57,1.29,1.8261,0.74,1.7993,6
squeak,121,62,74,55,2.37,2.0864,0.74,1.7993,6
threes,75,62,71,59,1.47,1.8808,0.74,1.7993,6
unholy,68,62,61,57,1.33,1.8388,0.74,1.7993,6
cooled,65,61,62,58,1.27,1.8195,0.73,1.7924,6
decree,98,61,88,59,1.92,1.9956,0.73,1.7924,6
enlist,80,61,74,58,1.57,1.9085,0.73,1.7924,6
folder,83,61,83,61,1.63,1.9243,0.73,1.7924,6
milady,131,61,108,52,2.57,2.1206,0.73,1.7924,6
output,71,61,70,60,1.39,1.8573,0.73,1.7924,6
priors,73,61,69,59,1.43,1.8692,0.73,1.7924,6
raisin,83,61,60,47,1.63,1.9243,0.73,1.7924,6
reopen,81,61,73,57,1.59,1.9138,0.73,1.7924,6
ruckus,75,61,68,58,1.47,1.8808,0.73,1.7924,6
solace,78,61,65,59,1.53,1.8976,0.73,1.7924,6
armour,86,60,80,57,1.69,1.9395,0.72,1.7853,6
arouse,62,60,62,60,1.22,1.7993,0.72,1.7853,6
astray,76,60,74,59,1.49,1.8865,0.72,1.7853,6
bamboo,80,60,70,52,1.57,1.9085,0.72,1.7853,6
banter,70,60,67,60,1.37,1.8513,0.72,1.7853,6
bathed,71,60,69,59,1.39,1.8573,0.72,1.7853,6
browns,77,60,40,32,1.51,1.8921,0.72,1.7853,6
hamper,72,60,71,59,1.41,1.8633,0.72,1.7853,6
harass,68,60,64,56,1.33,1.8388,0.72,1.7853,6
joyful,76,60,60,51,1.49,1.8865,0.72,1.7853,6
latter,64,60,61,57,1.25,1.8129,0.72,1.7853,6
nicked,71,60,69,58,1.39,1.8573,0.72,1.7853,6
poorer,75,60,75,60,1.47,1.8808,0.72,1.7853,6
rapper,90,60,79,58,1.76,1.959,0.72,1.7853,6
rejoin,64,60,60,57,1.25,1.8129,0.72,1.7853,6
unfold,69,60,64,56,1.35,1.8451,0.72,1.7853,6
badass,75,59,68,53,1.47,1.8808,0.7,1.7782,6
cheeky,64,59,46,44,1.25,1.8129,0.7,1.7782,6
confer,66,59,64,58,1.29,1.8261,0.7,1.7782,6
fusion,133,59,117,55,2.61,2.1271,0.7,1.7782,6
glands,83,59,80,57,1.63,1.9243,0.7,1.7782,6
healer,84,59,77,58,1.65,1.9294,0.7,1.7782,6
indoor,68,59,61,54,1.33,1.8388,0.7,1.7782,6
intake,66,59,63,57,1.29,1.8261,0.7,1.7782,6
lacked,65,59,64,58,1.27,1.8195,0.7,1.7782,6
measly,63,59,62,58,1.24,1.8062,0.7,1.7782,6
mirage,79,59,48,42,1.55,1.9031,0.7,1.7782,6
moping,65,59,60,55,1.27,1.8195,0.7,1.7782,6
onward,79,59,31,23,1.55,1.9031,0.7,1.7782,6
sequel,90,59,85,57,1.76,1.959,0.7,1.7782,6
sirree,65,59,65,59,1.27,1.8195,0.7,1.7782,6
spikes,72,59,63,54,1.41,1.8633,0.7,1.7782,6
triage,84,59,59,42,1.65,1.9294,0.7,1.7782,6
badger,89,58,49,43,1.75,1.9542,0.69,1.7709,6
barred,64,58,62,56,1.25,1.8129,0.69,1.7709,6
bribes,73,58,70,55,1.43,1.8692,0.69,1.7709,6
curves,66,58,66,58,1.29,1.8261,0.69,1.7709,6
entity,86,58,85,58,1.69,1.9395,0.69,1.7709,6
exceed,64,58,64,58,1.25,1.8129,0.69,1.7709,6
flares,72,58,69,55,1.41,1.8633,0.69,1.7709,6
garter,67,58,60,54,1.31,1.8325,0.69,1.7709,6
panels,73,58,73,58,1.43,1.8692,0.69,1.7709,6
reload,71,58,40,38,1.39,1.8573,0.69,1.7709,6
sedate,64,58,61,55,1.25,1.8129,0.69,1.7709,6
slayer,144,58,78,38,2.82,2.1614,0.69,1.7709,6
stacks,99,58,86,54,1.94,2,0.69,1.7709,6
starch,69,58,63,56,1.35,1.8451,0.69,1.7709,6
straps,67,58,64,55,1.31,1.8325,0.69,1.7709,6
tiring,60,58,58,57,1.18,1.7853,0.69,1.7709,6
trader,80,58,55,42,1.57,1.9085,0.69,1.7709,6
trough,72,58,70,56,1.41,1.8633,0.69,1.7709,6
unwind,66,58,63,55,1.29,1.8261,0.69,1.7709,6
wallow,82,58,74,53,1.61,1.9191,0.69,1.7709,6
walnut,100,58,57,44,1.96,2.0043,0.69,1.7709,6
armory,95,57,73,48,1.86,1.9823,0.68,1.7634,6
beetle,105,57,75,47,2.06,2.0253,0.68,1.7634,6
caress,69,57,66,55,1.35,1.8451,0.68,1.7634,6
chases,65,57,62,55,1.27,1.8195,0.68,1.7634,6
doodle,107,57,69,36,2.1,2.0334,0.68,1.7634,6
drills,71,57,68,56,1.39,1.8573,0.68,1.7634,6
exhale,85,57,32,30,1.67,1.9345,0.68,1.7634,6
faucet,73,57,68,54,1.43,1.8692,0.68,1.7634,6
frigid,71,57,58,48,1.39,1.8573,0.68,1.7634,6
hairdo,66,57,64,56,1.29,1.8261,0.68,1.7634,6
haunts,62,57,60,55,1.22,1.7993,0.68,1.7634,6
lockup,69,57,63,54,1.35,1.8451,0.68,1.7634,6
prompt,59,57,55,53,1.16,1.7782,0.68,1.7634,6
rocker,64,57,62,55,1.25,1.8129,0.68,1.7634,6
sicker,62,57,60,55,1.22,1.7993,0.68,1.7634,6
siding,68,57,65,55,1.33,1.8388,0.68,1.7634,6
stormy,74,57,55,47,1.45,1.8751,0.68,1.7634,6
vector,78,57,65,51,1.53,1.8976,0.68,1.7634,6
abrupt,58,56,56,54,1.14,1.7709,0.67,1.7559,6
fished,62,56,58,53,1.22,1.7993,0.67,1.7559,6
gadget,124,56,65,54,2.43,2.0969,0.67,1.7559,6
gentry,68,56,48,48,1.33,1.8388,0.67,1.7559,6
girdle,79,56,74,53,1.55,1.9031,0.67,1.7559,6
juries,80,56,66,45,1.57,1.9085,0.67,1.7559,6
jurors,127,56,113,52,2.49,2.1072,0.67,1.7559,6
merger,202,56,194,55,3.96,2.3075,0.67,1.7559,6
obeyed,62,56,61,55,1.22,1.7993,0.67,1.7559,6
pacing,64,56,61,53,1.25,1.8129,0.67,1.7559,6
parcel,71,56,68,54,1.39,1.8573,0.67,1.7559,6
peaked,62,56,61,56,1.22,1.7993,0.67,1.7559,6
pooped,64,56,63,55,1.25,1.8129,0.67,1.7559,6
rivals,62,56,60,54,1.22,1.7993,0.67,1.7559,6
rustle,58,56,54,53,1.14,1.7709,0.67,1.7559,6
squawk,87,56,64,50,1.71,1.9445,0.67,1.7559,6
tailed,69,56,66,53,1.35,1.8451,0.67,1.7559,6
trades,64,56,59,51,1.25,1.8129,0.67,1.7559,6
alumni,89,55,82,49,1.75,1.9542,0.66,1.7482,6
archer,278,55,25,15,5.45,2.4456,0.66,1.7482,6
ballad,72,55,57,45,1.41,1.8633,0.66,1.7482,6
chords,77,55,74,53,1.51,1.8921,0.66,1.7482,6
crafts,70,55,64,50,1.37,1.8513,0.66,1.7482,6
escrow,79,55,74,51,1.55,1.9031,0.66,1.7482,6
fickle,60,55,57,53,1.18,1.7853,0.66,1.7482,6
fossil,79,55,75,53,1.55,1.9031,0.66,1.7482,6
frisky,86,55,56,46,1.69,1.9395,0.66,1.7482,6
fruity,66,55,57,49,1.29,1.8261,0.66,1.7482,6
hitter,79,55,79,55,1.55,1.9031,0.66,1.7482,6
infect,62,55,62,55,1.22,1.7993,0.66,1.7482,6
juggle,74,55,70,54,1.45,1.8751,0.66,1.7482,6
occult,80,55,74,53,1.57,1.9085,0.66,1.7482,6
quarry,78,55,69,50,1.53,1.8976,0.66,1.7482,6
sundae,81,55,81,55,1.59,1.9138,0.66,1.7482,6
surfer,83,55,70,50,1.63,1.9243,0.66,1.7482,6
uncool,66,55,62,54,1.29,1.8261,0.66,1.7482,6
unjust,59,55,58,54,1.16,1.7782,0.66,1.7482,6
airway,83,54,72,49,1.63,1.9243,0.64,1.7404,6
amigos,108,54,64,46,2.12,2.0374,0.64,1.7404,6
apache,251,54,17,3,4.92,2.4014,0.64,1.7404,6
aspire,55,54,54,53,1.08,1.7482,0.64,1.7404,6
calves,82,54,81,53,1.61,1.9191,0.64,1.7404,6
capped,62,54,60,52,1.22,1.7993,0.64,1.7404,6
chrome,65,54,57,48,1.27,1.8195,0.64,1.7404,6
clover,67,54,50,44,1.31,1.8325,0.64,1.7404,6
corned,71,54,60,48,1.39,1.8573,0.64,1.7404,6
falcon,169,54,76,27,3.31,2.2304,0.64,1.7404,6
flawed,63,54,62,53,1.24,1.8062,0.64,1.7404,6
geezer,69,54,67,52,1.35,1.8451,0.64,1.7404,6
grazie,111,54,18,13,2.18,2.0492,0.64,1.7404,6
hanger,69,54,65,51,1.35,1.8451,0.64,1.7404,6
herpes,66,54,55,45,1.29,1.8261,0.64,1.7404,6
kiddie,68,54,59,50,1.33,1.8388,0.64,1.7404,6
laurel,188,54,18,12,3.69,2.2765,0.64,1.7404,6
longed,66,54,66,54,1.29,1.8261,0.64,1.7404,6
meddle,63,54,60,53,1.24,1.8062,0.64,1.7404,6
motels,55,54,49,48,1.08,1.7482,0.64,1.7404,6
niggas,297,54,259,51,5.82,2.4742,0.64,1.7404,6
possum,105,54,60,45,2.06,2.0253,0.64,1.7404,6
sacked,63,54,60,51,1.24,1.8062,0.64,1.7404,6
septic,72,54,62,50,1.41,1.8633,0.64,1.7404,6
snotty,65,54,58,50,1.27,1.8195,0.64,1.7404,6
stingy,63,54,56,49,1.24,1.8062,0.64,1.7404,6
strive,67,54,66,53,1.31,1.8325,0.64,1.7404,6
suites,84,54,78,49,1.65,1.9294,0.64,1.7404,6
troupe,90,54,77,50,1.76,1.959,0.64,1.7404,6
weaken,60,54,59,53,1.18,1.7853,0.64,1.7404,6
bestow,56,53,54,52,1.1,1.7559,0.63,1.7324,6
bonnet,95,53,75,47,1.86,1.9823,0.63,1.7324,6
bursts,58,53,56,52,1.14,1.7709,0.63,1.7324,6
chunky,71,53,42,33,1.39,1.8573,0.63,1.7324,6
combed,55,53,53,51,1.08,1.7482,0.63,1.7324,6
crutch,67,53,66,53,1.31,1.8325,0.63,1.7324,6
cycles,66,53,66,53,1.29,1.8261,0.63,1.7324,6
devour,54,53,52,51,1.06,1.7404,0.63,1.7324,6
ducked,61,53,60,52,1.2,1.7924,0.63,1.7324,6
duffel,76,53,73,52,1.49,1.8865,0.63,1.7324,6
dusted,62,53,54,48,1.22,1.7993,0.63,1.7324,6
ensign,181,53,29,18,3.55,2.2601,0.63,1.7324,6
gander,55,53,52,51,1.08,1.7482,0.63,1.7324,6
hearse,81,53,80,52,1.59,1.9138,0.63,1.7324,6
hermit,60,53,55,49,1.18,1.7853,0.63,1.7324,6
homing,71,53,65,49,1.39,1.8573,0.63,1.7324,6
meaner,60,53,55,49,1.18,1.7853,0.63,1.7324,6
medics,66,53,53,45,1.29,1.8261,0.63,1.7324,6
primal,58,53,51,48,1.14,1.7709,0.63,1.7324,6
replay,61,53,52,45,1.2,1.7924,0.63,1.7324,6
shocks,55,53,54,52,1.08,1.7482,0.63,1.7324,6
stripe,74,53,65,49,1.45,1.8751,0.63,1.7324,6
tanker,100,53,90,48,1.96,2.0043,0.63,1.7324,6
thorns,79,53,76,50,1.55,1.9031,0.63,1.7324,6
uplink,75,53,64,45,1.47,1.8808,0.63,1.7324,6
alleys,58,52,58,52,1.14,1.7709,0.62,1.7243,6
banish,69,52,60,46,1.35,1.8451,0.62,1.7243,6
barbed,67,52,60,48,1.31,1.8325,0.62,1.7243,6
camped,63,52,59,52,1.24,1.8062,0.62,1.7243,6
corpus,77,52,45,33,1.51,1.8921,0.62,1.7243,6
creamy,60,52,52,45,1.18,1.7853,0.62,1.7243,6
dangle,68,52,53,47,1.33,1.8388,0.62,1.7243,6
dearie,95,52,90,49,1.86,1.9823,0.62,1.7243,6
echoes,66,52,62,48,1.29,1.8261,0.62,1.7243,6
edited,60,52,47,40,1.18,1.7853,0.62,1.7243,6
fluent,59,52,55,49,1.16,1.7782,0.62,1.7243,6
homage,67,52,65,50,1.31,1.8325,0.62,1.7243,6
hurray,86,52,18,12,1.69,1.9395,0.62,1.7243,6
itches,61,52,56,47,1.2,1.7924,0.62,1.7243,6
juices,56,52,53,50,1.1,1.7559,0.62,1.7243,6
kinder,55,52,47,45,1.08,1.7482,0.62,1.7243,6
leased,58,52,53,48,1.14,1.7709,0.62,1.7243,6
lemons,84,52,76,49,1.65,1.9294,0.62,1.7243,6
mammal,62,52,61,51,1.22,1.7993,0.62,1.7243,6
minors,65,52,62,51,1.27,1.8195,0.62,1.7243,6
peddle,54,52,51,49,1.06,1.7404,0.62,1.7243,6
plight,63,52,62,51,1.24,1.8062,0.62,1.7243,6
quotes,61,52,56,49,1.2,1.7924,0.62,1.7243,6
racism,88,52,85,51,1.73,1.9494,0.62,1.7243,6
ripper,127,52,19,6,2.49,2.1072,0.62,1.7243,6
selves,62,52,61,51,1.22,1.7993,0.62,1.7243,6
spices,114,52,106,51,2.24,2.0607,0.62,1.7243,6
toying,57,52,54,49,1.12,1.7634,0.62,1.7243,6
urging,56,52,55,52,1.1,1.7559,0.62,1.7243,6
winged,58,52,51,47,1.14,1.7709,0.62,1.7243,6
bowing,64,51,59,48,1.25,1.8129,0.61,1.716,6
carnal,61,51,56,49,1.2,1.7924,0.61,1.716,6
chests,52,51,51,51,1.02,1.7243,0.61,1.716,6
coping,53,51,48,46,1.04,1.7324,0.61,1.716,6
divers,81,51,69,45,1.59,1.9138,0.61,1.716,6
eggnog,79,51,66,44,1.55,1.9031,0.61,1.716,6
floods,58,51,50,45,1.14,1.7709,0.61,1.716,6
gigolo,83,51,66,42,1.63,1.9243,0.61,1.716,6
gunner,120,51,58,38,2.35,2.0828,0.61,1.716,6
insure,54,51,51,48,1.06,1.7404,0.61,1.716,6
kicker,54,51,51,48,1.06,1.7404,0.61,1.716,6
marrow,151,51,122,48,2.96,2.1818,0.61,1.716,6
module,136,51,125,48,2.67,2.1367,0.61,1.716,6
neural,100,51,97,49,1.96,2.0043,0.61,1.716,6
rushes,63,51,60,48,1.24,1.8062,0.61,1.716,6
serene,63,51,54,47,1.24,1.8062,0.61,1.716,6
staple,57,51,50,46,1.12,1.7634,0.61,1.716,6
strays,63,51,59,51,1.24,1.8062,0.61,1.716,6
tenure,90,51,88,51,1.76,1.959,0.61,1.716,6
trashy,54,51,46,45,1.06,1.7404,0.61,1.716,6
twists,59,51,58,51,1.16,1.7782,0.61,1.716,6
wrecks,58,51,58,51,1.14,1.7709,0.61,1.716,6
zoning,61,51,48,43,1.2,1.7924,0.61,1.716,6
aiding,54,50,36,36,1.06,1.7404,0.6,1.7076,6
alibis,58,50,54,46,1.14,1.7709,0.6,1.7076,6
arises,53,50,53,50,1.04,1.7324,0.6,1.7076,6
braver,58,50,53,47,1.14,1.7709,0.6,1.7076,6
brazen,60,50,58,49,1.18,1.7853,0.6,1.7076,6
buffer,85,50,78,48,1.67,1.9345,0.6,1.7076,6
canopy,86,50,83,49,1.69,1.9395,0.6,1.7076,6
condos,57,50,52,45,1.12,1.7634,0.6,1.7076,6
docket,61,50,44,35,1.2,1.7924,0.6,1.7076,6
fliers,65,50,63,49,1.27,1.8195,0.6,1.7076,6
galley,82,50,80,50,1.61,1.9191,0.6,1.7076,6
gringo,93,50,72,43,1.82,1.9731,0.6,1.7076,6
gunned,61,50,58,48,1.2,1.7924,0.6,1.7076,6
nitwit,62,50,58,47,1.22,1.7993,0.6,1.7076,6
padded,55,50,55,50,1.08,1.7482,0.6,1.7076,6
podium,65,50,64,49,1.27,1.8195,0.6,1.7076,6
scenic,53,50,48,46,1.04,1.7324,0.6,1.7076,6
sewers,66,50,64,49,1.29,1.8261,0.6,1.7076,6
shaman,128,50,88,44,2.51,2.1106,0.6,1.7076,6
shiver,78,50,67,47,1.53,1.8976,0.6,1.7076,6
traits,58,50,57,49,1.14,1.7709,0.6,1.7076,6
vacate,56,50,54,49,1.1,1.7559,0.6,1.7076,6
vendor,65,50,57,46,1.27,1.8195,0.6,1.7076,6
viewed,53,50,53,50,1.04,1.7324,0.6,1.7076,6
wilder,106,50,18,17,2.08,2.0294,0.6,1.7076,6
astute,51,49,50,48,1,1.716,0.58,1.699,6
bashed,58,49,53,46,1.14,1.7709,0.58,1.699,6
benign,58,49,57,49,1.14,1.7709,0.58,1.699,6
chatty,51,49,41,40,1,1.716,0.58,1.699,6
cheery,54,49,46,41,1.06,1.7404,0.58,1.699,6
dawned,54,49,54,49,1.06,1.7404,0.58,1.699,6
deduct,55,49,53,47,1.08,1.7482,0.58,1.699,6
defied,53,49,52,49,1.04,1.7324,0.58,1.699,6
eights,61,49,49,38,1.2,1.7924,0.58,1.699,6
graces,51,49,50,48,1,1.716,0.58,1.699,6
gravel,73,49,49,43,1.43,1.8692,0.58,1.699,6
grovel,61,49,57,46,1.2,1.7924,0.58,1.699,6
hacker,108,49,84,42,2.12,2.0374,0.58,1.699,6
inland,69,49,68,49,1.35,1.8451,0.58,1.699,6
looker,53,49,53,49,1.04,1.7324,0.58,1.699,6
nursed,49,49,48,48,0.96,1.699,0.58,1.699,6
pebble,65,49,53,40,1.27,1.8195,0.58,1.699,6
petrol,80,49,69,40,1.57,1.9085,0.58,1.699,6
pliers,59,49,55,46,1.16,1.7782,0.58,1.699,6
ponder,56,49,44,40,1.1,1.7559,0.58,1.699,6
