"","cue","n_resp","resp","count"
"25363","fries",25,"yummy",3
"21989","fries",25,"bakes",2
"5882","fries",25,"cooks",2
"8881","fries",25,"fried",2
"9879","fries",25,"gravy",2
"16789","fries",25,"salty",2
"13026","fries",25,"bacon",1
"4887","fries",25,"combo",1
"6881","fries",25,"crisp",1
"7883","fries",25,"fatty",1
"10878","fries",25,"gross",1
"111267","fries",25,"large",1
"121025","fries",25,"money",1
"13856","fries",25,"obese",1
"14831","fries",25,"plate",1
"15812","fries",25,"salad",1
"17756","fries",25,"sauce",1
"18713","fries",25,"shake",1
"19664","fries",25,"soggy",1
"20614","fries",25,"steak",1
"21990","fries",25,"tasty",1
"22533","fries",25,"toast",1
"23470","fries",25,"trash",1
"24417","fries",25,"vault",1
"6882","crass",32,"crude",15
"121026","crass",32,"grass",11
"24418","crass",32,"rough",8
"14832","crass",32,"gross",6
"16790","crass",32,"harsh",5
"3999","crass",32,"brash",4
"9880","crass",32,"dirty",4
"31183","crass",32,"swear",3
"32161","crass",32,"tacky",3
"21991","crass",32,"blunt",2
"4888","crass",32,"brass",2
"10879","crass",32,"funny",2
"27252","crass",32,"sharp",2
"13027","crass",32,"angry",1
"5883","crass",32,"cheap",1
"7884","crass",32,"cruel",1
"8882","crass",32,"death",1
"111268","crass",32,"gaffe",1
"13857","crass",32,"greed",1
"15813","crass",32,"gruff",1
"17757","crass",32,"humor",1
"18714","crass",32,"lobby",1
"19665","crass",32,"lucre",1
"20615","crass",32,"music",1
"21992","crass",32,"nasty",1
"22534","crass",32,"pants",1
"23471","crass",32,"pushy",1
"25364","crass",32,"salty",1
"26301","crass",32,"sassy",1
"28219","crass",32,"silly",1
"29191","crass",32,"snarl",1
"30124","crass",32,"speak",1
"14834","giddy",28,"happy",50
"23472","giddy",28,"silly",20
"5885","giddy",28,"dizzy",14
"19666","giddy",28,"laugh",10
"25365","giddy",28,"smile",8
"8884","giddy",28,"funny",6
"6884","giddy",28,"drunk",4
"7886","giddy",28,"faint",2
"111270","giddy",28,"girls",2
"13029","giddy",28,"beads",1
"21994","giddy",28,"black",1
"31001","giddy",28,"child",1
"4890","giddy",28,"crazy",1
"10881","giddy",28,"Gilly",1
"121028","giddy",28,"goofy",1
"13859","giddy",28,"hands",1
"15815","giddy",28,"horse",1
"16792","giddy",28,"hyper",1
"17759","giddy",28,"inane",1
"18715","giddy",28,"jumpy",1
"20616","giddy",28,"miser",1
"21995","giddy",28,"perky",1
"22535","giddy",28,"shake",1
"24419","giddy",28,"smart",1
"26302","giddy",28,"tipsy",1
"27253","giddy",28,"tizzy",1
"28220","giddy",28,"upset",1
"29192","giddy",28,"whirl",1
"16794","lobby",26,"hotel",45
"111274","lobby",26,"foyer",11
"8888","lobby",26,"entry",3
"31005","lobby",26,"argue",2
"9885","lobby",26,"fight",2
"17761","lobby",26,"house",2
"22536","lobby",26,"Obama",2
"13033","lobby",26,"aisle",1
"22000","lobby",26,"annoy",1
"4894","lobby",26,"booze",1
"5889","lobby",26,"chair",1
"6888","lobby",26,"couch",1
"7890","lobby",26,"empty",1
"10885","lobby",26,"floor",1
"121032","lobby",26,"front",1
"13863","lobby",26,"greet",1
"14837","lobby",26,"group",1
"15818","lobby",26,"hobby",1
"18717","lobby",26,"large",1
"19668","lobby",26,"lower",1
"20618","lobby",26,"money",1
"211000","lobby",26,"music",1
"23473","lobby",26,"party",1
"24420","lobby",26,"relax",1
"25366","lobby",26,"shoes",1
"26303","lobby",26,"water",1
"24421","fudge",29,"sweet",20
"6890","fudge",29,"candy",17
"23475","fudge",29,"sugar",12
"4896","fudge",29,"brown",7
"29193","fudge",29,"yummy",5
"5891","fudge",29,"budge",4
"14839","fudge",29,"Devon",3
"16796","fudge",29,"gooey",3
"8890","fudge",29,"chewy",2
"121034","fudge",29,"dense",2
"13035","fudge",29,"avoid",1
"22002","fudge",29,"beach",1
"31007","fudge",29,"bluff",1
"7892","fudge",29,"cheat",1
"9887","fudge",29,"coast",1
"10887","fudge",29,"cocoa",1
"111276","fudge",29,"cycle",1
"13865","fudge",29,"deter",1
"15820","fudge",29,"funny",1
"17763","fudge",29,"group",1
"18719","fudge",29,"guess",1
"19670","fudge",29,"heavy",1
"20620","fudge",29,"midge",1
"211002","fudge",29,"sauce",1
"22538","fudge",29,"snack",1
"25367","fudge",29,"tasty",1
"26304","fudge",29,"thick",1
"27254","fudge",29,"treat",1
"28221","fudge",29,"vague",1
"9894","drift",27,"float",22
"26305","drift",27,"water",9
"14846","drift",27,"ocean",8
"24423","drift",27,"Tokyo",5
"22009","drift",27,"apart",4
"31014","drift",27,"beach",2
"5898","drift",27,"coast",2
"6897","drift",27,"draft",2
"16803","drift",27,"relax",2
"17769","drift",27,"river",2
"18725","drift",27,"sleep",2
"211006","drift",27,"speed",2
"23477","drift",27,"tires",2
"27255","drift",27,"waves",2
"13042","drift",27,"along",1
"4903","drift",27,"cloud",1
"7899","drift",27,"dream",1
"8897","drift",27,"earth",1
"10894","drift",27,"glide",1
"111283","drift",27,"ideas",1
"121041","drift",27,"light",1
"13872","drift",27,"loose",1
"15827","drift",27,"plate",1
"19675","drift",27,"slide",1
"20625","drift",27,"slope",1
"22542","drift",27,"stray",1
"25368","drift",27,"track",1
"18728","pouch",25,"purse",17
"121045","pouch",25,"money",12
"31018","pouch",25,"carry",5
"13046","pouch",25,"belly",4
"4907","pouch",25,"cheek",3
"6901","pouch",25,"coins",2
"7903","pouch",25,"couch",2
"9898","pouch",25,"koala",2
"15831","pouch",25,"pooch",2
"17772","pouch",25,"punch",2
"22013","pouch",25,"bulge",1
"5902","pouch",25,"child",1
"8901","pouch",25,"front",1
"10898","pouch",25,"loose",1
"111287","pouch",25,"lunch",1
"13876","pouch",25,"mouth",1
"14850","pouch",25,"phone",1
"16806","pouch",25,"puffy",1
"19678","pouch",25,"small",1
"20628","pouch",25,"store",1
"211009","pouch",25,"strap",1
"22543","pouch",25,"thief",1
"23478","pouch",25,"waist",1
"24424","pouch",25,"water",1
"25369","pouch",25,"woman",1
"9899","steak",26,"grill",8
"19679","steak",26,"sauce",7
"13877","steak",26,"juicy",6
"14851","steak",26,"knife",6
"22014","steak",26,"blood",4
"121046","steak",26,"house",4
"211010","steak",26,"stake",3
"23479","steak",26,"tasty",3
"25370","steak",26,"thick",3
"4908","steak",26,"chips",2
"26306","steak",26,"yummy",2
"13047","steak",26,"bacon",1
"31019","steak",26,"brown",1
"5903","steak",26,"fiber",1
"6902","steak",26,"filer",1
"7904","steak",26,"fries",1
"8902","steak",26,"gravy",1
"10899","steak",26,"heart",1
"111288","steak",26,"heavy",1
"15832","steak",26,"money",1
"16807","steak",26,"party",1
"17773","steak",26,"ranch",1
"18729","steak",26,"salad",1
"20629","steak",26,"spice",1
"22544","steak",26,"taste",1
"24425","steak",26,"Texas",1
"17774","vigor",28,"power",7
"28222","vigor",28,"youth",6
"8903","vigor",28,"force",3
"121047","vigor",28,"gusto",3
"13048","vigor",28,"alive",2
"14852","vigor",28,"hardy",2
"16808","vigor",28,"manly",2
"18730","vigor",28,"rigor",2
"20630","vigor",28,"speed",2
"22015","vigor",28,"awake",1
"31020","vigor",28,"brute",1
"4909","vigor",28,"cider",1
"5904","vigor",28,"crumb",1
"6903","vigor",28,"drive",1
"7905","vigor",28,"fight",1
"9900","vigor",28,"Giles",1
"10900","vigor",28,"grace",1
"111289","vigor",28,"great",1
"13878","vigor",28,"happy",1
"15833","vigor",28,"large",1
"19680","vigor",28,"rough",1
"211011","vigor",28,"sport",1
"22545","vigor",28,"style",1
"23480","vigor",28,"tiger",1
"24426","vigor",28,"troll",1
"25371","vigor",28,"verve",1
"26307","vigor",28,"vital",1
"27256","vigor",28,"young",1
"22017","burst",32,"break",8
"31184","burst",32,"water",8
"5906","burst",32,"cloud",3
"16809","burst",32,"light",2
"25372","burst",32,"split",2
"13050","burst",32,"barge",1
"31022","burst",32,"broke",1
"4911","burst",32,"candy",1
"6905","burst",32,"color",1
"7907","burst",32,"crack",1
"8905","burst",32,"expel",1
"9902","burst",32,"first",1
"10902","burst",32,"flame",1
"111291","burst",32,"flirt",1
"121049","burst",32,"flood",1
"13880","burst",32,"heavy",1
"14853","burst",32,"hopes",1
"15834","burst",32,"lemon",1
"17775","burst",32,"messy",1
"18731","burst",32,"parts",1
"19681","burst",32,"pipes",1
"20631","burst",32,"power",1
"211012","burst",32,"quick",1
"22546","burst",32,"spasm",1
"23481","burst",32,"speed",1
"24427","burst",32,"splat",1
"26308","burst",32,"spray",1
"27257","burst",32,"start",1
"28223","burst",32,"tears",1
"29194","burst",32,"truck",1
"30125","burst",32,"wands",1
"32162","burst",32,"worst",1
"18734","strip",37,"naked",19
"31185","strip",37,"tease",19
"28224","strip",37,"steak",7
"211014","strip",37,"paper",6
"20633","strip",37,"paint",5
"23483","strip",37,"poker",5
"35113","strip",37,"Vegas",5
"6909","strip",37,"comic",4
"22548","strip",37,"piece",4
"22021","strip",37,"bacon",3
"4915","strip",37,"cloth",3
"36105","strip",37,"woman",3
"8909","strip",37,"dance",2
"10906","strip",37,"floor",2
"13054","strip",37,"alone",1
"31026","strip",37,"beach",1
"5910","strip",37,"color",1
"7911","strip",37,"cream",1
"9906","strip",37,"devil",1
"111295","strip",37,"grass",1
"121053","strip",37,"joint",1
"13884","strip",37,"lathe",1
"14857","strip",37,"light",1
"15838","strip",37,"loose",1
"16812","strip",37,"metal",1
"17778","strip",37,"money",1
"19683","strip",37,"nasty",1
"24429","strip",37,"power",1
"25373","strip",37,"saucy",1
"26309","strip",37,"small",1
"27258","strip",37,"start",1
"29195","strip",37,"store",1
"30126","strip",37,"strap",1
"32163","strip",37,"thong",1
"33143","strip",37,"tripe",1
"34123","strip",37,"truth",1
"37102","strip",37,"wound",1
"31186","onion",35,"tears",16
"33144","onion",35,"white",8
"13885","onion",35,"layer",5
"24430","onion",35,"smell",4
"6910","onion",35,"diced",3
"9907","onion",35,"green",3
"18735","onion",35,"rings",3
"20634","onion",35,"salad",3
"28225","onion",35,"sweet",3
"7912","onion",35,"fried",2
"8910","onion",35,"funny",2
"15839","onion",35,"ogres",2
"29196","onion",35,"taste",2
"30127","onion",35,"tasty",2
"35114","onion",35,"yummy",2
"13055","onion",35,"bread",1
"22022","onion",35,"brown",1
"31027","onion",35,"chive",1
"4916","onion",35,"crisp",1
"5911","onion",35,"curry",1
"10907","onion",35,"gross",1
"111296","onion",35,"juice",1
"121054","onion",35,"laugh",1
"14858","onion",35,"media",1
"16813","onion",35,"paper",1
"17779","onion",35,"plant",1
"19684","onion",35,"round",1
"211015","onion",35,"sauce",1
"22549","onion",35,"scent",1
"23484","onion",35,"sharp",1
"25374","onion",35,"spice",1
"26310","onion",35,"steak",1
"27259","onion",35,"sting",1
"32164","onion",35,"weepy",1
"34124","onion",35,"years",1
"18736","crest",25,"ridge",3
"4917","crest",25,"climb",2
"16814","crest",25,"ocean",2
"24431","crest",25,"water",2
"13056","crest",25,"armor",1
"22023","crest",25,"badge",1
"31028","crest",25,"birds",1
"5912","crest",25,"crisp",1
"6911","crest",25,"cross",1
"7913","crest",25,"crown",1
"8911","crest",25,"crust",1
"9908","crest",25,"demon",1
"10908","crest",25,"dress",1
"111297","crest",25,"grebe",1
"121055","crest",25,"iliac",1
"13886","crest",25,"Irish",1
"14859","crest",25,"medal",1
"15840","crest",25,"metal",1
"17780","crest",25,"penis",1
"19685","crest",25,"robin",1
"20635","crest",25,"spiky",1
"211016","crest",25,"teeth",1
"22550","crest",25,"tooth",1
"23485","crest",25,"union",1
"25375","crest",25,"white",1
"10909","smear",34,"dirty",9
"22551","smear",34,"paint",9
"31029","smear",34,"blood",5
"20636","smear",34,"messy",5
"22024","smear",34,"bagel",4
"29197","smear",34,"stain",4
"15841","smear",34,"gross",3
"19686","smear",34,"libel",3
"4918","smear",34,"bread",2
"5913","smear",34,"brush",2
"7914","smear",34,"clean",2
"111298","smear",34,"feces",2
"17781","smear",34,"jelly",2
"33145","smear",34,"swipe",2
"13057","smear",34,"apply",1
"6912","smear",34,"cells",1
"8912","smear",34,"cream",1
"9909","smear",34,"decry",1
"121056","smear",34,"fruit",1
"13887","smear",34,"fuzzy",1
"14860","smear",34,"gooey",1
"16815","smear",34,"happy",1
"18737","smear",34,"knife",1
"211017","smear",34,"nasty",1
"23486","smear",34,"press",1
"24432","smear",34,"slide",1
"25376","smear",34,"smell",1
"26311","smear",34,"smile",1
"27260","smear",34,"snort",1
"28226","smear",34,"spoil",1
"30128","smear",34,"stink",1
"31187","smear",34,"stool",1
"32165","smear",34,"sully",1
"34125","smear",34,"toast",1
"13059","tweak",28,"alter",12
"26312","tweak",28,"twist",9
"15843","tweak",28,"pinch",7
"14862","tweak",28,"nudge",4
"9911","tweak",28,"drugs",3
"25377","tweak",28,"twerk",3
"22026","tweak",28,"amend",2
"18738","tweak",28,"shift",2
"211018","tweak",28,"sound",2
"31031","tweak",28,"angle",1
"4920","tweak",28,"ankle",1
"5915","tweak",28,"birds",1
"6914","tweak",28,"break",1
"7916","tweak",28,"chirp",1
"8914","tweak",28,"creak",1
"10911","tweak",28,"flick",1
"111300","tweak",28,"freak",1
"121058","tweak",28,"knock",1
"13889","tweak",28,"minor",1
"16817","tweak",28,"preen",1
"17782","tweak",28,"sheik",1
"19687","tweak",28,"small",1
"20637","tweak",28,"sneak",1
"22552","tweak",28,"spike",1
"23487","tweak",28,"trick",1
"24433","tweak",28,"tweet",1
"27261","tweak",28,"women",1
"28227","tweak",28,"words",1
"211020","balls",31,"round",9
"20640","balls",31,"penis",6
"121061","balls",31,"games",5
"5918","balls",31,"brass",3
"9914","balls",31,"dance",3
"25378","balls",31,"sport",3
"26313","balls",31,"steel",3
"22029","balls",31,"beach",2
"19690","balls",31,"nerve",2
"13062","balls",31,"apple",1
"31034","balls",31,"black",1
"4923","balls",31,"Bobby",1
"6917","balls",31,"brave",1
"7919","balls",31,"color",1
"8917","balls",31,"court",1
"10914","balls",31,"dodge",1
"111303","balls",31,"fruit",1
"13892","balls",31,"graze",1
"14865","balls",31,"gutsy",1
"15846","balls",31,"hairy",1
"16820","balls",31,"horse",1
"17785","balls",31,"Latin",1
"18741","balls",31,"laugh",1
"22554","balls",31,"rugby",1
"23488","balls",31,"sixer",1
"24434","balls",31,"slang",1
"27262","balls",31,"stump",1
"28228","balls",31,"swear",1
"29198","balls",31,"throw",1
"30129","balls",31,"wands",1
"31188","balls",31,"young",1
"13063","groan",31,"agony",6
"14866","groan",31,"grunt",5
"10915","groan",31,"groin",4
"20641","groan",31,"noise",4
"25379","groan",31,"sound",4
"26314","groan",31,"tired",4
"30130","groan",31,"whine",4
"28229","groan",31,"upset",3
"13893","groan",31,"growl",2
"22030","groan",31,"angry",1
"31035","groan",31,"angst",1
"4924","groan",31,"belch",1
"5919","groan",31,"burgh",1
"6918","groan",31,"creek",1
"7920","groan",31,"death",1
"8918","groan",31,"green",1
"9915","groan",31,"grind",1
"111304","groan",31,"grope",1
"121062","groan",31,"grout",1
"15847","groan",31,"heave",1
"16821","groan",31,"Hinge",1
"17786","groan",31,"human",1
"18742","groan",31,"humor",1
"19691","groan",31,"mouth",1
"211021","groan",31,"right",1
"22555","groan",31,"shout",1
"23489","groan",31,"shrug",1
"24435","groan",31,"silly",1
"27263","groan",31,"Titus",1
"29199","groan",31,"voice",1
"31189","groan",31,"wince",1
"8919","harsh",29,"cruel",13
"19692","harsh",29,"rough",13
"28230","harsh",29,"words",8
"26315","harsh",29,"tough",7
"23490","harsh",29,"stern",3
"13894","harsh",29,"marsh",2
"15848","harsh",29,"nasty",2
"22556","harsh",29,"steel",2
"29200","harsh",29,"wrong",2
"13064","harsh",29,"abuse",1
"22031","harsh",29,"aloof",1
"31036","harsh",29,"angry",1
"4925","harsh",29,"bitch",1
"5920","harsh",29,"bleak",1
"6919","harsh",29,"bumpy",1
"7921","harsh",29,"cough",1
"9916","harsh",29,"gruff",1
"10916","harsh",29,"heart",1
"111305","harsh",29,"hedge",1
"121063","harsh",29,"light",1
"14867","harsh",29,"mouth",1
"16822","harsh",29,"noisy",1
"17787","harsh",29,"raspy",1
"18743","harsh",29,"rigid",1
"20642","harsh",29,"sharp",1
"211022","harsh",29,"slave",1
"24436","harsh",29,"storm",1
"25380","harsh",29,"terms",1
"27264","harsh",29,"usual",1
"7923","brown",28,"color",20
"31038","brown",28,"black",12
"9918","brown",28,"earth",9
"28231","brown",28,"white",3
"6921","brown",28,"chair",2
"8921","brown",28,"dirty",2
"13896","brown",28,"green",2
"22557","brown",28,"shoes",2
"23491","brown",28,"sugar",2
"26316","brown",28,"trees",2
"13066","brown",28,"beige",1
"22033","brown",28,"Betty",1
"4927","brown",28,"bread",1
"5922","brown",28,"bunny",1
"10918","brown",28,"faces",1
"111307","brown",28,"fudge",1
"121065","brown",28,"grass",1
"14869","brown",28,"mouse",1
"15849","brown",28,"pants",1
"16823","brown",28,"paper",1
"17788","brown",28,"plaid",1
"18744","brown",28,"pride",1
"19693","brown",28,"roast",1
"20643","brown",28,"sepia",1
"211023","brown",28,"shade",1
"24437","brown",28,"table",1
"25381","brown",28,"toast",1
"27265","brown",28,"waste",1
"13898","trace",26,"paper",8
"23492","trace",26,"track",5
"18745","trace",26,"small",4
"7926","trace",26,"faint",3
"5925","trace",26,"crime",2
"8924","trace",26,"grace",2
"13069","trace",26,"brace",1
"22036","trace",26,"chalk",1
"31041","trace",26,"clues",1
"4930","trace",26,"color",1
"6924","trace",26,"empty",1
"9921","trace",26,"green",1
"10921","trace",26,"magic",1
"111310","trace",26,"music",1
"121067","trace",26,"order",1
"14871","trace",26,"piece",1
"15851","trace",26,"point",1
"16824","trace",26,"scant",1
"17789","trace",26,"scent",1
"19694","trace",26,"smell",1
"20644","trace",26,"space",1
"211024","trace",26,"stain",1
"22558","trace",26,"swirl",1
"24438","trace",26,"trail",1
"25382","trace",26,"truce",1
"26317","trace",26,"vouch",1
"24439","pinch",33,"steal",5
"31190","pinch",33,"tight",5
"31043","pinch",33,"cheek",4
"22038","pinch",33,"bully",2
"5927","pinch",33,"dream",2
"16826","pinch",33,"prick",2
"17791","pinch",33,"punch",2
"18747","pinch",33,"sharp",2
"25383","pinch",33,"sugar",2
"33146","pinch",33,"tweak",2
"34126","pinch",33,"twist",2
"13071","pinch",33,"awake",1
"4932","pinch",33,"clown",1
"6926","pinch",33,"flesh",1
"7928","pinch",33,"green",1
"8926","pinch",33,"hurry",1
"9923","pinch",33,"Irish",1
"10923","pinch",33,"nails",1
"111312","pinch",33,"nerve",1
"121069","pinch",33,"nudge",1
"13900","pinch",33,"penny",1
"15853","pinch",33,"Pinch",1
"19696","pinch",33,"shove",1
"20646","pinch",33,"skirt",1
"211026","pinch",33,"small",1
"22559","pinch",33,"snuff",1
"23493","pinch",33,"spice",1
"26318","pinch",33,"swipe",1
"27266","pinch",33,"taste",1
"28232","pinch",33,"tease",1
"29201","pinch",33,"teens",1
"30131","pinch",33,"thump",1
"32166","pinch",33,"touch",1
"34127","realm",34,"world",15
"20647","realm",34,"place",4
"28233","realm",34,"space",4
"31044","realm",34,"dream",3
"7929","realm",34,"field",3
"25384","realm",34,"ruler",3
"22039","realm",34,"crown",2
"9924","realm",34,"glory",2
"211027","realm",34,"power",2
"22560","realm",34,"queen",2
"13072","realm",34,"books",1
"4933","realm",34,"duchy",1
"5928","realm",34,"fairy",1
"6927","realm",34,"fence",1
"8927","realm",34,"games",1
"10924","realm",34,"group",1
"111313","realm",34,"hills",1
"121070","realm",34,"kings",1
"13901","realm",34,"lands",1
"14873","realm",34,"layer",1
"15854","realm",34,"magic",1
"16827","realm",34,"novel",1
"17792","realm",34,"ocean",1
"18748","realm",34,"outer",1
"19697","realm",34,"phase",1
"23494","realm",34,"range",1
"24440","realm",34,"reach",1
"26319","realm",34,"scope",1
"27267","realm",34,"sight",1
"29202","realm",34,"Spain",1
"30132","realm",34,"sword",1
"31191","realm",34,"taxes",1
"32167","realm",34,"under",1
"33147","realm",34,"unity",1
"13902","banks",26,"money",73
"19698","banks",26,"river",38
"211028","banks",26,"shore",4
"9925","banks",26,"grass",3
"111314","banks",26,"loans",3
"16828","banks",26,"piggy",3
"22561","banks",26,"suits",3
"25385","banks",26,"vault",3
"26320","banks",26,"water",3
"6928","banks",26,"coins",2
"8928","banks",26,"Ernie",2
"23495","banks",26,"tanks",2
"13073","banks",26,"bills",1
"22040","banks",26,"bonds",1
"31045","banks",26,"brick",1
"4934","banks",26,"check",1
"5929","banks",26,"chimp",1
"7930","banks",26,"edges",1
"10925","banks",26,"greed",1
"121071","banks",26,"local",1
"14874","banks",26,"muddy",1
"15855","banks",26,"outer",1
"17793","banks",26,"power",1
"18749","banks",26,"relax",1
"20648","banks",26,"saves",1
"24441","banks",26,"taxes",1
"24442","gaudy",26,"tacky",18
"5930","gaudy",26,"cheap",6
"4935","gaudy",26,"brash",5
"31046","gaudy",26,"bling",3
"8929","gaudy",26,"fancy",3
"22562","gaudy",26,"showy",3
"6929","gaudy",26,"dress",2
"211029","gaudy",26,"shiny",2
"13074","gaudy",26,"awful",1
"22041","gaudy",26,"beige",1
"7931","gaudy",26,"drink",1
"9926","gaudy",26,"flare",1
"10926","gaudy",26,"fruit",1
"111315","gaudy",26,"gaunt",1
"121072","gaudy",26,"gauze",1
"13903","gaudy",26,"godly",1
"14875","gaudy",26,"green",1
"15856","gaudy",26,"gross",1
"16829","gaudy",26,"large",1
"17794","gaudy",26,"night",1
"18750","gaudy",26,"rough",1
"19699","gaudy",26,"saggy",1
"20649","gaudy",26,"shawl",1
"23496","gaudy",26,"stark",1
"25386","gaudy",26,"Texas",1
"26321","gaudy",26,"women",1
"13905","lever",25,"level",2
"16831","lever",25,"metal",2
"211031","lever",25,"press",2
"13076","lever",25,"anvil",1
"22043","lever",25,"brake",1
"31048","lever",25,"canal",1
"4937","lever",25,"earth",1
"5932","lever",25,"fever",1
"6931","lever",25,"force",1
"7933","lever",25,"front",1
"8931","lever",25,"games",1
"9928","lever",25,"hinge",1
"10928","lever",25,"house",1
"111317","lever",25,"latch",1
"121074","lever",25,"levee",1
"14877","lever",25,"liver",1
"15858","lever",25,"lover",1
"17796","lever",25,"pivot",1
"18752","lever",25,"plane",1
"19701","lever",25,"plank",1
"20651","lever",25,"power",1
"22564","lever",25,"water",1
"23498","lever",25,"world",1
"24444","lever",25,"wrong",1
"25387","lever",25,"Zelda",1
"111318","pluck",26,"nerve",5
"7934","pluck",26,"fruit",2
"211032","pluck",26,"steal",2
"13077","pluck",26,"bleed",1
"22044","pluck",26,"brave",1
"31049","pluck",26,"brows",1
"4938","pluck",26,"clean",1
"5933","pluck",26,"cluck",1
"6932","pluck",26,"flick",1
"8932","pluck",26,"goose",1
"9929","pluck",26,"gross",1
"10929","pluck",26,"heart",1
"121075","pluck",26,"offal",1
"13906","pluck",26,"pinch",1
"14878","pluck",26,"plume",1
"15859","pluck",26,"prick",1
"16832","pluck",26,"quill",1
"17797","pluck",26,"roses",1
"18753","pluck",26,"sassy",1
"19702","pluck",26,"sound",1
"20652","pluck",26,"spunk",1
"22565","pluck",26,"strum",1
"23499","pluck",26,"stuck",1
"24445","pluck",26,"twang",1
"25388","pluck",26,"water",1
"26322","pluck",26,"wings",1
"22050","ideas",28,"brain",12
"211034","ideas",28,"smart",5
"26323","ideas",28,"think",5
"18757","ideas",28,"plans",2
"27268","ideas",28,"words",2
"28234","ideas",28,"write",2
"13083","ideas",28,"books",1
"31055","ideas",28,"cloud",1
"4944","ideas",28,"clues",1
"5939","ideas",28,"color",1
"6938","ideas",28,"empty",1
"7940","ideas",28,"faces",1
"8938","ideas",28,"flair",1
"9935","ideas",28,"forms",1
"10935","ideas",28,"forum",1
"111324","ideas",28,"gifts",1
"121081","ideas",28,"happy",1
"13912","ideas",28,"hopes",1
"14883","ideas",28,"lists",1
"15864","ideas",28,"minds",1
"16835","ideas",28,"money",1
"17801","ideas",28,"paper",1
"19705","ideas",28,"Plato",1
"20655","ideas",28,"radio",1
"22567","ideas",28,"smile",1
"23501","ideas",28,"snack",1
"24447","ideas",28,"spark",1
"25389","ideas",28,"stuck",1
"13084","slant",27,"angle",31
"20656","slant",27,"slope",19
"22051","slant",27,"askew",3
"19706","slant",27,"slide",3
"26324","slant",27,"wonky",3
"31056","slant",27,"board",2
"111325","slant",27,"plane",2
"17802","slant",27,"slash",2
"4945","slant",27,"chant",1
"5940","slant",27,"cross",1
"6939","slant",27,"curve",1
"7941","slant",27,"level",1
"8939","slant",27,"light",1
"9936","slant",27,"lines",1
"10936","slant",27,"on it",1
"121082","slant",27,"queer",1
"13913","slant",27,"rhyme",1
"14884","slant",27,"ruler",1
"15865","slant",27,"shelf",1
"16836","slant",27,"shift",1
"18758","slant",27,"slate",1
"211035","slant",27,"speed",1
"22568","slant",27,"stand",1
"23502","slant",27,"story",1
"24448","slant",27,"tower",1
"25390","slant",27,"trend",1
"27269","slant",27,"words",1
"17803","crane",28,"paper",7
"10937","crane",28,"heron",6
"22569","crane",28,"stork",6
"4946","crane",28,"build",4
"25391","crane",28,"water",4
"26325","crane",28,"white",4
"24449","crane",28,"truck",3
"28235","crane",28,"wings",3
"9937","crane",28,"heavy",2
"111326","crane",28,"Japan",2
"211036","crane",28,"steel",2
"27270","crane",28,"winch",2
"13085","crane",28,"apple",1
"22052","crane",28,"beams",1
"31057","crane",28,"birds",1
"5941","crane",28,"China",1
"6940","crane",28,"druid",1
"7942","crane",28,"eagle",1
"8940","crane",28,"egret",1
"121083","crane",28,"large",1
"13914","crane",28,"marsh",1
"14885","crane",28,"motor",1
"15866","crane",28,"ocean",1
"16837","crane",28,"order",1
"18759","crane",28,"raise",1
"19707","crane",28,"reach",1
"20657","crane",28,"shape",1
"23503","crane",28,"tears",1
"24451","crush",28,"smash",17
"16841","crush",28,"heart",6
"8944","crush",28,"crowd",3
"15870","crush",28,"grape",3
"17807","crush",28,"juice",3
"10941","crush",28,"drink",2
"111330","crush",28,"fancy",2
"27271","crush",28,"wreck",2
"13089","crush",28,"a bug",1
"22056","crush",28,"April",1
"31061","crush",28,"beach",1
"4950","crush",28,"block",1
"5945","crush",28,"break",1
"6944","crush",28,"brick",1
"7946","crush",28,"child",1
"9941","crush",28,"cutie",1
"121087","crush",28,"first",1
"13918","crush",28,"fruit",1
"14889","crush",28,"girls",1
"18763","crush",28,"Miami",1
"19711","crush",28,"party",1
"20660","crush",28,"power",1
"211038","crush",28,"press",1
"22571","crush",28,"rocks",1
"23505","crush",28,"small",1
"25392","crush",28,"smite",1
"26326","crush",28,"truck",1
"28236","crush",28,"young",1
"16844","genre",26,"music",24
"15873","genre",26,"movie",17
"31064","genre",26,"books",9
"111333","genre",26,"group",4
"211039","genre",26,"style",3
"4953","genre",26,"class",2
"14892","genre",26,"media",2
"17810","genre",26,"novel",2
"22572","genre",26,"theme",2
"13092","genre",26,"aerie",1
"22059","genre",26,"album",1
"5948","genre",26,"dirty",1
"6947","genre",26,"drama",1
"7949","genre",26,"dusty",1
"8947","genre",26,"films",1
"9944","genre",26,"focus",1
"10944","genre",26,"genie",1
"121090","genre",26,"jeans",1
"13921","genre",26,"magic",1
"18766","genre",26,"slash",1
"19714","genre",26,"story",1
"20662","genre",26,"study",1
"23506","genre",26,"thing",1
"24452","genre",26,"venue",1
"25393","genre",26,"works",1
"26327","genre",26,"world",1
"6950","scold",26,"child",22
"22062","scold",26,"angry",9
"16846","scold",26,"shame",6
"18768","scold",26,"shout",6
"14895","scold",26,"scald",4
"13095","scold",26,"anger",2
"31067","scold",26,"argue",2
"9947","scold",26,"fight",2
"13924","scold",26,"harsh",2
"15875","scold",26,"scorn",2
"24454","scold",26,"water",2
"4956","scold",26,"blame",1
"5951","scold",26,"chide",1
"7952","scold",26,"curse",1
