"","cue","n_resp","resp","count"
"21938","facet",22,"study",1
"28212","creek",29,"water",49
"20594","creek",29,"river",34
"4854","creek",29,"brook",17
"29184","creek",29,"woods",6
"21939","creek",29,"rocks",5
"9846","creek",29,"Crick",2
"18688","creek",29,"noise",2
"23457","creek",29,"small",2
"12985","creek",29,"banks",1
"21940","creek",29,"black",1
"3965","creek",29,"bones",1
"5849","creek",29,"chair",1
"6848","creek",29,"clean",1
"7850","creek",29,"creak",1
"8848","creek",29,"creep",1
"10845","creek",29,"crook",1
"111234","creek",29,"Egypt",1
"12986","creek",29,"floor",1
"13823","creek",29,"Greek",1
"14799","creek",29,"leafs",1
"15781","creek",29,"local",1
"16760","creek",29,"marsh",1
"17729","creek",29,"music",1
"19642","creek",29,"ranch",1
"22517","creek",29,"rural",1
"24406","creek",29,"snake",1
"25353","creek",29,"stone",1
"26293","creek",29,"tidal",1
"27244","creek",29,"trees",1
"22518","whore",23,"woman",11
"8849","whore",23,"dirty",8
"5850","whore",23,"bitch",7
"7851","whore",23,"cheap",3
"9847","whore",23,"house",2
"13824","whore",23,"money",2
"23458","whore",23,"women",2
"12987","whore",23,"angry",1
"21941","whore",23,"ankle",1
"3966","whore",23,"Bible",1
"4855","whore",23,"bimbo",1
"6849","whore",23,"boobs",1
"10846","whore",23,"hussy",1
"111235","whore",23,"loose",1
"12988","whore",23,"madam",1
"14800","whore",23,"needy",1
"15782","whore",23,"night",1
"16761","whore",23,"ocean",1
"17730","whore",23,"river",1
"18689","whore",23,"skirt",1
"19643","whore",23,"tramp",1
"20595","whore",23,"Vegas",1
"21942","whore",23,"whole",1
"3967","mayor",21,"chain",5
"5851","mayor",21,"chief",3
"13825","mayor",21,"major",2
"15783","mayor",21,"money",2
"16762","mayor",21,"music",2
"12989","mayor",21,"berry",1
"21943","mayor",21,"Boris",1
"4856","mayor",21,"cheat",1
"6850","mayor",21,"drugs",1
"7852","mayor",21,"elder",1
"8850","mayor",21,"elect",1
"9848","mayor",21,"honor",1
"10847","mayor",21,"humor",1
"111236","mayor",21,"judge",1
"12990","mayor",21,"local",1
"14801","mayor",21,"minor",1
"17731","mayor",21,"NIMBY",1
"18690","mayor",21,"obese",1
"19644","mayor",21,"robes",1
"20596","mayor",21,"smile",1
"21944","mayor",21,"Utter",1
"7853","limbo",25,"dance",19
"24407","limbo",25,"stick",8
"18691","limbo",25,"party",5
"25354","limbo",25,"stuck",5
"4857","limbo",25,"bimbo",4
"17732","limbo",25,"music",4
"8851","limbo",25,"Dante",3
"22519","limbo",25,"space",3
"3968","limbo",25,"beach",2
"9849","limbo",25,"death",2
"10848","limbo",25,"empty",2
"12991","limbo",25,"apart",1
"21945","limbo",25,"askew",1
"5852","limbo",25,"black",1
"6851","limbo",25,"break",1
"111237","limbo",25,"ghost",1
"12992","limbo",25,"goofy",1
"13826","limbo",25,"gumbo",1
"14802","limbo",25,"happy",1
"15784","limbo",25,"lingo",1
"16763","limbo",25,"lower",1
"19645","limbo",25,"plans",1
"20597","limbo",25,"short",1
"21946","limbo",25,"souls",1
"23459","limbo",25,"state",1
"12997","hedge",24,"green",18
"8854","hedge",24,"fence",11
"21949","hedge",24,"shrub",11
"18693","hedge",24,"plant",9
"9852","hedge",24,"field",4
"4860","hedge",24,"cedar",2
"111240","hedge",24,"grass",2
"13829","hedge",24,"guess",2
"16766","hedge",24,"money",2
"12998","hedge",24,"Alice",1
"21950","hedge",24,"avoid",1
"3971","hedge",24,"brush",1
"5855","hedge",24,"chase",1
"6854","hedge",24,"crisp",1
"7856","hedge",24,"delta",1
"10851","hedge",24,"gamma",1
"14805","hedge",24,"hover",1
"15787","hedge",24,"lying",1
"17734","hedge",24,"pause",1
"19646","hedge",24,"podge",1
"20598","hedge",24,"sedge",1
"22520","hedge",24,"sonic",1
"23460","hedge",24,"spike",1
"24408","hedge",24,"trees",1
"9853","heath",36,"candy",9
"12999","heath",36,"cliff",6
"17735","heath",36,"grass",5
"13000","heath",36,"actor",3
"22521","heath",36,"marsh",3
"15788","heath",36,"fruit",2
"19647","heath",36,"hills",2
"32157","heath",36,"sleep",2
"21951","heath",36,"berry",1
"3972","heath",36,"black",1
"4861","heath",36,"blend",1
"5856","heath",36,"boggy",1
"6855","heath",36,"brown",1
"7857","heath",36,"brush",1
"8855","heath",36,"cabin",1
"10852","heath",36,"chase",1
"111241","heath",36,"chewy",1
"13830","heath",36,"field",1
"14806","heath",36,"flora",1
"16767","heath",36,"furze",1
"18694","heath",36,"green",1
"20599","heath",36,"Irish",1
"21952","heath",36,"knoll",1
"23461","heath",36,"moors",1
"24409","heath",36,"novel",1
"25355","heath",36,"ocher",1
"26294","heath",36,"piece",1
"27245","heath",36,"plain",1
"28213","heath",36,"ridge",1
"29185","heath",36,"Scots",1
"30118","heath",36,"scrub",1
"31179","heath",36,"sedge",1
"33140","heath",36,"steam",1
"34121","heath",36,"stone",1
"35111","heath",36,"vigor",1
"36103","heath",36,"woods",1
"7858","juicy",30,"fruit",52
"13001","juicy",30,"apple",10
"27246","juicy",30,"sweet",9
"19648","juicy",30,"peach",6
"111242","juicy",30,"juice",5
"3973","juicy",30,"drink",3
"15789","juicy",30,"moist",3
"21953","juicy",30,"plump",3
"25356","juicy",30,"steak",3
"28214","juicy",30,"tasty",3
"30119","juicy",30,"yummy",3
"14807","juicy",30,"messy",2
"18695","juicy",30,"pants",2
"22522","juicy",30,"rumor",2
"21954","juicy",30,"candy",1
"4862","juicy",30,"drips",1
"5857","juicy",30,"flesh",1
"6856","juicy",30,"fresh",1
"8856","juicy",30,"happy",1
"9854","juicy",30,"heart",1
"10853","juicy",30,"jazzy",1
"121000","juicy",30,"lemon",1
"13831","juicy",30,"mango",1
"16768","juicy",30,"mouth",1
"17736","juicy",30,"ninja",1
"20600","juicy",30,"plume",1
"23462","juicy",30,"seeds",1
"24410","juicy",30,"sharp",1
"26295","juicy",30,"story",1
"29186","juicy",30,"water",1
"17737","gloss",23,"shiny",36
"16769","gloss",23,"shine",28
"10854","gloss",23,"paint",25
"14808","gloss",23,"sheen",8
"7859","gloss",23,"glass",3
"121001","gloss",23,"photo",3
"21955","gloss",23,"clear",2
"5858","gloss",23,"floss",2
"9855","gloss",23,"matte",2
"111243","gloss",23,"paper",2
"13002","gloss",23,"avoid",1
"3974","gloss",23,"color",1
"4863","gloss",23,"cover",1
"6857","gloss",23,"girls",1
"8857","gloss",23,"Latin",1
"13832","gloss",23,"quick",1
"15790","gloss",23,"Shina",1
"18696","gloss",23,"slick",1
"19649","gloss",23,"smell",1
"20601","gloss",23,"swirl",1
"21956","gloss",23,"white",1
"22523","gloss",23,"words",1
"23463","gloss",23,"write",1
"10855","laser",21,"light",31
"15791","laser",21,"sharp",4
"19650","laser",21,"space",3
"6858","laser",21,"green",2
"9856","laser",21,"level",2
"111244","laser",21,"point",2
"121002","laser",21,"quest",2
"14809","laser",21,"shark",2
"20602","laser",21,"sword",2
"21957","laser",21,"tares",2
"13003","laser",21,"arena",1
"21958","laser",21,"beams",1
"3975","laser",21,"craft",1
"4864","laser",21,"fight",1
"5859","laser",21,"focus",1
"7860","laser",21,"hater",1
"8858","laser",21,"Kenya",1
"13833","laser",21,"robot",1
"16770","laser",21,"shine",1
"17738","laser",21,"shoot",1
"18697","laser",21,"sonar",1
"13834","tongs",22,"salad",17
"111245","tongs",22,"metal",9
"13004","tongs",22,"bacon",4
"9857","tongs",22,"grill",4
"7861","tongs",22,"forks",3
"8859","tongs",22,"grasp",2
"21959","tongs",22,"beach",1
"3976","tongs",22,"clasp",1
"4865","tongs",22,"clean",1
"5860","tongs",22,"crabs",1
"6859","tongs",22,"daisy",1
"10856","tongs",22,"meals",1
"121003","tongs",22,"pinch",1
"14810","tongs",22,"sauce",1
"15792","tongs",22,"songs",1
"16771","tongs",22,"spoon",1
"17739","tongs",22,"steak",1
"18698","tongs",22,"sugar",1
"19651","tongs",22,"toast",1
"20603","tongs",22,"Tonga",1
"21960","tongs",22,"tools",1
"22524","tongs",22,"touch",1
"10857","sword",27,"fight",21
"19652","sword",27,"sharp",12
"3977","sword",27,"blade",10
"14811","sword",27,"knife",10
"24411","sword",27,"stone",6
"16772","sword",27,"metal",5
"23464","sword",27,"steel",4
"18699","sword",27,"saber",3
"13005","sword",27,"armor",2
"21961","sword",27,"shiny",2
"25357","sword",27,"swing",2
"21962","sword",27,"Bible",1
"4866","sword",27,"broad",1
"5861","sword",27,"curse",1
"6860","sword",27,"dance",1
"7862","sword",27,"death",1
"8860","sword",27,"elite",1
"9858","sword",27,"fence",1
"111246","sword",27,"glory",1
"121004","sword",27,"horse",1
"13835","sword",27,"Jenny",1
"15793","sword",27,"light",1
"17740","sword",27,"robot",1
"20604","sword",27,"shine",1
"22525","sword",27,"Smith",1
"26296","sword",27,"truth",1
"27247","sword",27,"Zelda",1
"28215","hyper",30,"sugar",8
"7863","hyper",30,"crazy",7
"6861","hyper",30,"child",4
"26297","hyper",30,"speed",4
"29187","hyper",30,"super",4
"16773","hyper",30,"jumpy",2
"21963","hyper",30,"quick",2
"25358","hyper",30,"space",2
"13006","hyper",30,"amped",1
"21964","hyper",30,"anger",1
"3978","hyper",30,"antic",1
"4867","hyper",30,"aware",1
"5862","hyper",30,"candy",1
"8861","hyper",30,"dense",1
"9859","hyper",30,"drive",1
"10858","hyper",30,"drunk",1
"111247","hyper",30,"extra",1
"121005","hyper",30,"fizzy",1
"13836","hyper",30,"focus",1
"14812","hyper",30,"giddy",1
"15794","hyper",30,"happy",1
"17741","hyper",30,"laugh",1
"18700","hyper",30,"manic",1
"19653","hyper",30,"ninja",1
"20605","hyper",30,"over-",1
"22526","hyper",30,"silly",1
"23465","hyper",30,"smart",1
"24412","hyper",30,"sonic",1
"27248","hyper",30,"stars",1
"30120","hyper",30,"young",1
"21965","flint",22,"stone",39
"17742","flint",22,"spark",22
"19654","flint",22,"steel",12
"111248","flint",22,"match",6
"15795","flint",22,"sharp",5
"4868","flint",22,"flame",4
"13007","flint",22,"arrow",3
"8862","flint",22,"knife",2
"121006","flint",22,"metal",2
"22527","flint",22,"tools",2
"21966","flint",22,"Clint",1
"3979","flint",22,"earth",1
"5863","flint",22,"goose",1
"6862","flint",22,"hills",1
"7864","flint",22,"house",1
"9860","flint",22,"Larry",1
"10859","flint",22,"light",1
"13837","flint",22,"quick",1
"14813","flint",22,"ruble",1
"16774","flint",22,"solid",1
"18701","flint",22,"spear",1
"20606","flint",22,"stick",1
"6863","diner",33,"cheap",4
"121007","diner",33,"eater",4
"14814","diner",33,"fries",4
"23466","diner",33,"pizza",2
"24413","diner",33,"retro",2
"30121","diner",33,"table",2
"13008","diner",33,"1950s",1
"21967","diner",33,"bacon",1
"3980","diner",33,"basic",1
"4869","diner",33,"booth",1
"5864","diner",33,"chair",1
"7865","diner",33,"chips",1
"8863","diner",33,"comfy",1
"9861","diner",33,"dives",1
"10860","diner",33,"dress",1
"111249","diner",33,"drive",1
"13838","diner",33,"Elvis",1
"15796","diner",33,"glass",1
"16775","diner",33,"kebab",1
"17743","diner",33,"liner",1
"18702","diner",33,"local",1
"19655","diner",33,"lunch",1
"20607","diner",33,"miner",1
"21968","diner",33,"movie",1
"22528","diner",33,"night",1
"25359","diner",33,"shiny",1
"26298","diner",33,"small",1
"27249","diner",33,"spoon",1
"28216","diner",33,"stool",1
"29188","diner",33,"syrup",1
"31180","diner",33,"tacky",1
"32158","diner",33,"vinyl",1
"33141","diner",33,"yummy",1
"21972","angst",20,"anger",18
"18704","angst",20,"worry",17
"4873","angst",20,"angry",5
"20608","angst",20,"youth",3
"13012","angst",20,"angel",2
"6867","angst",20,"drama",2
"111253","angst",20,"music",2
"14818","angst",20,"tears",2
"17747","angst",20,"upset",2
"3984","angst",20,"angle",1
"5868","angst",20,"doubt",1
"7869","angst",20,"grief",1
"8867","angst",20,"heart",1
"9865","angst",20,"humph",1
"10864","angst",20,"metal",1
"121011","angst",20,"power",1
"13842","angst",20,"silly",1
"15800","angst",20,"teens",1
"16779","angst",20,"ulcer",1
"19656","angst",20,"wrath",1
"16783","tutor",22,"study",9
"19659","tutor",22,"teach",8
"9871","tutor",22,"learn",5
"21977","tutor",22,"Tudor",4
"21978","tutor",22,"child",3
"3990","tutor",22,"class",3
"4879","tutor",22,"coach",3
"10870","tutor",22,"maths",3
"14824","tutor",22,"pupil",3
"15806","tutor",22,"smart",3
"13018","tutor",22,"books",2
"6873","tutor",22,"guide",2
"111259","tutor",22,"music",2
"13848","tutor",22,"piano",2
"5874","tutor",22,"flute",1
"7875","tutor",22,"house",1
"8873","tutor",22,"Laura",1
"121017","tutor",22,"older",1
"17751","tutor",22,"style",1
"18708","tutor",22,"Swiss",1
"20609","tutor",22,"train",1
"22529","tutor",22,"young",1
"4882","sieve",20,"flour",19
"8876","sieve",20,"holes",16
"14826","sieve",20,"pasta",7
"20610","sieve",20,"water",6
"3993","sieve",20,"drain",4
"13021","sieve",20,"brain",2
"9874","sieve",20,"leaky",2
"121020","sieve",20,"metal",2
"21981","sieve",20,"crowd",1
"5877","sieve",20,"grain",1
"6876","sieve",20,"grate",1
"7878","sieve",20,"gravy",1
"10873","sieve",20,"Mafia",1
"111262","sieve",20,"mesh'",1
"13851","sieve",20,"mines",1
"15807","sieve",20,"prime",1
"16784","sieve",20,"seven",1
"17752","sieve",20,"shake",1
"18709","sieve",20,"steam",1
"19660","sieve",20,"Steve",1
"32159","nylon",32,"women",5
"7880","nylon",32,"cloth",4
"17753","nylon",32,"pants",3
"3995","nylon",32,"black",2
"5879","nylon",32,"brown",2
"9876","nylon",32,"fiber",2
"18710","nylon",32,"pylon",2
"13023","nylon",32,"amide",1
"21983","nylon",32,"bikes",1
"4884","nylon",32,"bones",1
"6878","nylon",32,"bully",1
"8878","nylon",32,"dress",1
"10875","nylon",32,"gauze",1
"111264","nylon",32,"guide",1
"121022","nylon",32,"house",1
"13853","nylon",32,"jeans",1
"14828","nylon",32,"Lycra",1
"15809","nylon",32,"nasty",1
"16786","nylon",32,"Orlon",1
"19661","nylon",32,"quilt",1
"20611","nylon",32,"shiny",1
"21984","nylon",32,"shirt",1
"22530","nylon",32,"skate",1
"23467","nylon",32,"slick",1
"24414","nylon",32,"snake",1
"25360","nylon",32,"spool",1
"26299","nylon",32,"sport",1
"27250","nylon",32,"teach",1
"28217","nylon",32,"tents",1
"29189","nylon",32,"tight",1
"30122","nylon",32,"tiles",1
"31181","nylon",32,"vinyl",1
"28218","rogue",36,"thief",10
"13024","rogue",36,"agent",6
"21985","rogue",36,"rebel",4
"22531","rogue",36,"rouge",3
"21986","rogue",36,"alone",2
"111265","rogue",36,"devil",2
"15810","rogue",36,"loner",2
"20612","rogue",36,"Palin",2
"23468","rogue",36,"rough",2
"27251","rogue",36,"stray",2
"32160","rogue",36,"vogue",2
"34122","rogue",36,"x-men",2
"3996","rogue",36,"blush",1
"4885","rogue",36,"brave",1
"5880","rogue",36,"bully",1
"6879","rogue",36,"cheat",1
"7881","rogue",36,"crazy",1
"8879","rogue",36,"crime",1
"9877","rogue",36,"crook",1
"10876","rogue",36,"dandy",1
"121023","rogue",36,"false",1
"13854","rogue",36,"fiend",1
"14829","rogue",36,"knave",1
"16787","rogue",36,"melee",1
"17754","rogue",36,"money",1
"18711","rogue",36,"movie",1
"19662","rogue",36,"ninja",1
"24415","rogue",36,"Snape",1
"25361","rogue",36,"state",1
"26300","rogue",36,"steal",1
"29190","rogue",36,"tough",1
"30123","rogue",36,"trite",1
"31182","rogue",36,"vague",1
"33142","rogue",36,"woman",1
"35112","rogue",36,"X-Men",1
"36104","rogue",36,"x man",1
"24416","bland",25,"white",20
"16788","bland",25,"plain",12
"21987","bland",25,"beige",10
"20613","bland",25,"taste",8
"7882","bland",25,"bread",4
"13025","bland",25,"banal",2
"4886","bland",25,"bleak",2
"10877","bland",25,"dough",2
"14830","bland",25,"gross",2
"22532","bland",25,"tepid",2
"3997","bland",25,"blank",1
"5881","bland",25,"blend",1
"6880","bland",25,"brand",1
"8880","bland",25,"cream",1
"9878","bland",25,"curry",1
"111266","bland",25,"drink",1
"121024","bland",25,"grass",1
"13855","bland",25,"green",1
"15811","bland",25,"pasta",1
"17755","bland",25,"quiet",1
"18712","bland",25,"sauce",1
"19663","bland",25,"sweet",1
"21988","bland",25,"tasty",1
"23469","bland",25,"Volvo",1
"25362","bland",25,"Woody",1
"3998","fries",25,"chips",18
"25363","fries",25,"yummy",3
"21989","fries",25,"bakes",2
"5882","fries",25,"cooks",2
"8881","fries",25,"fried",2
"9879","fries",25,"gravy",2
"16789","fries",25,"salty",2
"13026","fries",25,"bacon",1
"4887","fries",25,"combo",1
"6881","fries",25,"crisp",1
"7883","fries",25,"fatty",1
"10878","fries",25,"gross",1
"111267","fries",25,"large",1
"121025","fries",25,"money",1
"13856","fries",25,"obese",1
"14831","fries",25,"plate",1
"15812","fries",25,"salad",1
"17756","fries",25,"sauce",1
"18713","fries",25,"shake",1
"19664","fries",25,"soggy",1
"20614","fries",25,"steak",1
"21990","fries",25,"tasty",1
"22533","fries",25,"toast",1
"23470","fries",25,"trash",1
"24417","fries",25,"vault",1
"6882","crass",32,"crude",15
"121026","crass",32,"grass",11
"24418","crass",32,"rough",8
"14832","crass",32,"gross",6
"16790","crass",32,"harsh",5
"3999","crass",32,"brash",4
"9880","crass",32,"dirty",4
"31183","crass",32,"swear",3
"32161","crass",32,"tacky",3
"21991","crass",32,"blunt",2
"4888","crass",32,"brass",2
"10879","crass",32,"funny",2
"27252","crass",32,"sharp",2
"13027","crass",32,"angry",1
"5883","crass",32,"cheap",1
"7884","crass",32,"cruel",1
"8882","crass",32,"death",1
"111268","crass",32,"gaffe",1
"13857","crass",32,"greed",1
"15813","crass",32,"gruff",1
"17757","crass",32,"humor",1
"18714","crass",32,"lobby",1
"19665","crass",32,"lucre",1
"20615","crass",32,"music",1
"21992","crass",32,"nasty",1
"22534","crass",32,"pants",1
"23471","crass",32,"pushy",1
"25364","crass",32,"salty",1
"26301","crass",32,"sassy",1
"28219","crass",32,"silly",1
"29191","crass",32,"snarl",1
"30124","crass",32,"speak",1
"14834","giddy",28,"happy",50
"23472","giddy",28,"silly",20
"5885","giddy",28,"dizzy",14
"19666","giddy",28,"laugh",10
"25365","giddy",28,"smile",8
"8884","giddy",28,"funny",6
"6884","giddy",28,"drunk",4
"7886","giddy",28,"faint",2
"111270","giddy",28,"girls",2
"13029","giddy",28,"beads",1
"21994","giddy",28,"black",1
"31001","giddy",28,"child",1
"4890","giddy",28,"crazy",1
"10881","giddy",28,"Gilly",1
"121028","giddy",28,"goofy",1
"13859","giddy",28,"hands",1
"15815","giddy",28,"horse",1
"16792","giddy",28,"hyper",1
"17759","giddy",28,"inane",1
"18715","giddy",28,"jumpy",1
"20616","giddy",28,"miser",1
"21995","giddy",28,"perky",1
"22535","giddy",28,"shake",1
"24419","giddy",28,"smart",1
"26302","giddy",28,"tipsy",1
"27253","giddy",28,"tizzy",1
"28220","giddy",28,"upset",1
"29192","giddy",28,"whirl",1
"14836","rocky",21,"rough",7
"21998","rocky",21,"stony",7
"31004","rocky",21,"bumpy",6
"9884","rocky",21,"movie",6
"20617","rocky",21,"stone",6
"13032","rocky",21,"beach",5
"21999","rocky",21,"boxer",5
"13862","rocky",21,"rocks",5
"4893","rocky",21,"cliff",4
"7889","rocky",21,"hills",3
"8887","rocky",21,"hilly",2
"16793","rocky",21,"shore",2
"19667","rocky",21,"steep",2
"5888","rocky",21,"climb",1
"6887","rocky",21,"field",1
"10884","rocky",21,"music",1
"111273","rocky",21,"ridge",1
"121031","rocky",21,"roads",1
"15817","rocky",21,"sharp",1
"17760","rocky",21,"slope",1
"18716","rocky",21,"start",1
"16794","lobby",26,"hotel",45
"111274","lobby",26,"foyer",11
"8888","lobby",26,"entry",3
"31005","lobby",26,"argue",2
"9885","lobby",26,"fight",2
"17761","lobby",26,"house",2
"22536","lobby",26,"Obama",2
"13033","lobby",26,"aisle",1
"22000","lobby",26,"annoy",1
"4894","lobby",26,"booze",1
"5889","lobby",26,"chair",1
"6888","lobby",26,"couch",1
"7890","lobby",26,"empty",1
"10885","lobby",26,"floor",1
"121032","lobby",26,"front",1
"13863","lobby",26,"greet",1
"14837","lobby",26,"group",1
"15818","lobby",26,"hobby",1
"18717","lobby",26,"large",1
"19668","lobby",26,"lower",1
"20618","lobby",26,"money",1
"211000","lobby",26,"music",1
"23473","lobby",26,"party",1
"24420","lobby",26,"relax",1
"25366","lobby",26,"shoes",1
"26303","lobby",26,"water",1
"19669","grill",23,"steak",11
"20619","grill",23,"teeth",4
"6889","grill",23,"chops",2
"121033","grill",23,"grate",2
"16795","grill",23,"patio",2
"22537","grill",23,"tongs",2
"13034","grill",23,"apron",1
"22001","grill",23,"argue",1
"31006","grill",23,"bacon",1
"4895","grill",23,"burnt",1
"5890","grill",23,"chill",1
"7891","grill",23,"dirty",1
"8889","grill",23,"drill",1
"9886","grill",23,"edsel",1
"10886","grill",23,"ember",1
"111275","grill",23,"flame",1
"13864","grill",23,"lines",1
"14838","grill",23,"onion",1
"15819","grill",23,"party",1
"17762","grill",23,"shoot",1
"18718","grill",23,"smoke",1
"211001","grill",23,"toast",1
"23474","grill",23,"Weber",1
"24421","fudge",29,"sweet",20
"6890","fudge",29,"candy",17
"23475","fudge",29,"sugar",12
"4896","fudge",29,"brown",7
"29193","fudge",29,"yummy",5
"5891","fudge",29,"budge",4
"14839","fudge",29,"Devon",3
"16796","fudge",29,"gooey",3
"8890","fudge",29,"chewy",2
"121034","fudge",29,"dense",2
"13035","fudge",29,"avoid",1
"22002","fudge",29,"beach",1
"31007","fudge",29,"bluff",1
"7892","fudge",29,"cheat",1
"9887","fudge",29,"coast",1
"10887","fudge",29,"cocoa",1
"111276","fudge",29,"cycle",1
"13865","fudge",29,"deter",1
"15820","fudge",29,"funny",1
"17763","fudge",29,"group",1
"18719","fudge",29,"guess",1
"19670","fudge",29,"heavy",1
"20620","fudge",29,"midge",1
"211002","fudge",29,"sauce",1
"22538","fudge",29,"snack",1
"25367","fudge",29,"tasty",1
"26304","fudge",29,"thick",1
"27254","fudge",29,"treat",1
"28221","fudge",29,"vague",1
"13867","chips",22,"poker",19
"8892","chips",22,"fries",10
"15822","chips",22,"salsa",10
"16798","chips",22,"salty",6
"7894","chips",22,"fried",4
"18721","chips",22,"snack",4
"6892","chips",22,"crisp",2
"19671","chips",22,"tasty",2
"13037","chips",22,"block",1
"22004","chips",22,"bread",1
"31009","chips",22,"cards",1
"4898","chips",22,"chink",1
"5893","chips",22,"chunk",1
"9889","chips",22,"gravy",1
"10889","chips",22,"ivory",1
"111278","chips",22,"lunch",1
"121036","chips",22,"paint",1
"14841","chips",22,"quest",1
"17765","chips",22,"ships",1
"20621","chips",22,"teeth",1
"211003","chips",22,"tooth",1
"22539","chips",22,"trout",1
"111279","stalk",22,"plant",13
"5894","stalk",22,"creep",7
"4899","stalk",22,"crazy",4
"19672","stalk",22,"watch",4
"121037","stalk",22,"scary",3
"20622","stalk",22,"wheat",3
"7895","stalk",22,"grass",2
"8893","stalk",22,"green",2
"13038","stalk",22,"alley",1
"22005","stalk",22,"annoy",1
"31010","stalk",22,"chase",1
"6893","stalk",22,"grain",1
"9890","stalk",22,"knife",1
"10890","stalk",22,"lover",1
"13868","stalk",22,"shady",1
"14842","stalk",22,"skulk",1
"15823","stalk",22,"sneak",1
"16799","stalk",22,"solid",1
"17766","stalk",22,"stork",1
"18722","stalk",22,"straw",1
"211004","stalk",22,"woman",1
"22540","stalk",22,"worry",1
"7896","rumor",20,"false",11
"16800","rumor",20,"story",6
"19673","rumor",20,"truth",4
"13039","rumor",20,"Adele",3
"111280","rumor",20,"humor",3
"13869","rumor",20,"nasty",3
"20623","rumor",20,"wrong",3
"14843","rumor",20,"noise",2
"22006","rumor",20,"catty",1
"31011","rumor",20,"crowd",1
"4900","rumor",20,"death",1
"5895","rumor",20,"drama",1
"6894","rumor",20,"fable",1
"8894","rumor",20,"grist",1
"9891","rumor",20,"heard",1
"10891","rumor",20,"hound",1
"121038","rumor",20,"media",1
"15824","rumor",20,"smack",1
"17767","rumor",20,"swamp",1
"18723","rumor",20,"three",1
"10892","berry",24,"fruit",37
"31012","berry",24,"black",9
"211005","berry",24,"sweet",9
"16801","berry",24,"juicy",6
"20624","berry",24,"straw",6
"15825","berry",24,"juice",5
"9892","berry",24,"field",2
"14844","berry",24,"jelly",2
"23476","berry",24,"tasty",2
"13040","berry",24,"Barry",1
"22007","berry",24,"birds",1
"4901","berry",24,"blast",1
"5896","berry",24,"blend",1
"6895","berry",24,"bumpy",1
"7897","berry",24,"burst",1
"8895","berry",24,"color",1
"111281","berry",24,"goose",1
"121039","berry",24,"grape",1
"13870","berry",24,"holly",1
"17768","berry",24,"phone",1
"18724","berry",24,"round",1
"19674","berry",24,"seeds",1
"22541","berry",24,"tangy",1
"24422","berry",24,"thorn",1
"9894","drift",27,"float",22
"26305","drift",27,"water",9
"14846","drift",27,"ocean",8
"24423","drift",27,"Tokyo",5
"22009","drift",27,"apart",4
"31014","drift",27,"beach",2
"5898","drift",27,"coast",2
"6897","drift",27,"draft",2
"16803","drift",27,"relax",2
"17769","drift",27,"river",2
"18725","drift",27,"sleep",2
"211006","drift",27,"speed",2
"23477","drift",27,"tires",2
"27255","drift",27,"waves",2
"13042","drift",27,"along",1
"4903","drift",27,"cloud",1
"7899","drift",27,"dream",1
"8897","drift",27,"earth",1
"10894","drift",27,"glide",1
"111283","drift",27,"ideas",1
"121041","drift",27,"light",1
"13872","drift",27,"loose",1
"15827","drift",27,"plate",1
"19675","drift",27,"slide",1
"20625","drift",27,"slope",1
"22542","drift",27,"stray",1
"25368","drift",27,"track",1
"121042","pilot",21,"plane",48
"111284","pilot",21,"light",12
"6898","pilot",21,"first",6
"18726","pilot",21,"study",6
"211007","pilot",21,"wings",5
"17770","pilot",21,"steer",4
"20626","pilot",21,"whale",4
"5899","pilot",21,"drunk",2
"9895","pilot",21,"guide",2
"13043","pilot",21,"block",1
"22010","pilot",21,"bread",1
"31015","pilot",21,"cloud",1
"4904","pilot",21,"drive",1
"7900","pilot",21,"flyer",1
"8898","pilot",21,"grill",1
"10895","pilot",21,"house",1
"13873","pilot",21,"right",1
"14847","pilot",21,"scarf",1
"15828","pilot",21,"shirt",1
"16804","pilot",21,"smart",1
"19676","pilot",21,"trial",1
"9897","latch",21,"close",10
"31017","latch",21,"catch",4
"13875","latch",21,"hinge",4
"16805","latch",21,"metal",4
"121044","latch",21,"hatch",3
"8900","latch",21,"cling",2
"13045","latch",21,"bones",1
"22012","latch",21,"Brest",1
"4906","latch",21,"chain",1
"5901","latch",21,"chest",1
"6900","latch",21,"clasp",1
"7902","latch",21,"click",1
"10897","latch",21,"fence",1
"111286","latch",21,"fruit",1
"14849","latch",21,"hitch",1
"15830","latch",21,"locks",1
"17771","latch",21,"purse",1
"18727","latch",21,"quick",1
"19677","latch",21,"stick",1
"20627","latch",21,"tight",1
"211008","latch",21,"torte",1
"18728","pouch",25,"purse",17
"121045","pouch",25,"money",12
"31018","pouch",25,"carry",5
"13046","pouch",25,"belly",4
"4907","pouch",25,"cheek",3
"6901","pouch",25,"coins",2
"7903","pouch",25,"couch",2
"9898","pouch",25,"koala",2
"15831","pouch",25,"pooch",2
"17772","pouch",25,"punch",2
"22013","pouch",25,"bulge",1
"5902","pouch",25,"child",1
"8901","pouch",25,"front",1
"10898","pouch",25,"loose",1
"111287","pouch",25,"lunch",1
"13876","pouch",25,"mouth",1
"14850","pouch",25,"phone",1
"16806","pouch",25,"puffy",1
"19678","pouch",25,"small",1
"20628","pouch",25,"store",1
"211009","pouch",25,"strap",1
"22543","pouch",25,"thief",1
"23478","pouch",25,"waist",1
